text,emotions
"বন্যেরা বনে সুন্দর, শিক্ষকেরা ক্লাসরুমে, 
(আর আমি আমার ক্লাসে ডিসক্রিট ম্যাথ পড়ানোতে  ... ) 
(*ক্লাসরুম ভিডিওর স্ক্রিনশট থেকে ... ) … See more",Realization
"আমার ইউনিভার্সিটিতে বাংলাদেশী শিক্ষার্থীর সংখ্যা বাড়ছে প্রতিদিন। গতকাল হয়ে গেলো  Bangladeshi Student Association at UAB এর উদ্যোগে আয়োজিত বসন্ত ও নবীন বরণ উৎসব। বাংলাদেশের মেধাবী সব শিক্ষার্থীরা এসেছে এখানে মাস্টার্স বা পিএইচডি অথবা পোস্ট ডক করতে। তাদের নিয়েই এই আলোকিত উৎসব। 
এক সময়ে এখানে বাংলাদেশী শিক্ষার্থীর সংখ্যা ছিলো হাতে গোনা। এরকম উৎসব কারো বাসাতেই করা যেতো। আমাদের বাড়িতে প্রচুর এমন অনুষ্ঠান হয়েছে। কিন্তু এখন এখানে বাংলাদেশী শিক্ষার্থীর সংখ্যা এতো বেড়ে গেছে যে, ইউনিভ… See more",Joy
"দেশের বাইরে এক টুকরো বাংলাদেশ 
Had a wonderful and memorable evening in the beautiful and grand event by the new committee of Bangladeshi Student Association at UAB. 
It was both the reception for all Bangladeshi grad and undergrad new students joined UAB this spring semester and also celebration of the spring /Boshonto. As the first day of spring/Boshonto is around the corner (per Bengali calendar), we all wore our traditional yellow and vibrant colors 
.… See more",Joy
"সায়াহ্ন — Weekend sunset, with the beautiful rolling hills of Alabama behind us.",Joy
"ফেব্রুয়ারির রঙে …
In a mood to post last year’s February pic in some of my favorite Sarees on this busy work day. 
আমার আমি …… See more",Love
"শুভ জন্মদিন, যায়ান বাবা! Happy Birthday, dear Zaayan baba!
যায়ান বাবার আজ ১২ বছর বয়স হলো! কিছুতেই বিশ্বাস হয় না, ১২টা বছর কীভাবে চোখের নিমেষে কেটে গেছে। 
বাল্টিমোরের সেই শীতের মধ্যরাতে জারিয়া আর আমাকে রাতারাতি মা-বাবা বানিয়ে দেয়া ছেলেটা আজ এতো বড় হয়ে গেছে। … See more",Love
"My dear pretty ladies … in Cancun, Mexico (wearing matching Mexican dresses)",Love
"~ গবেষণা - রিভিউ বা সার্ভে আর্টিকেল লিখবেন কী ভাবে?  ~ 
যেকোনো বিষয়ে গবেষণা করতে গেলে আসলে প্রথমে সেই বিষয়ের আদ্যোপান্ত জানতে হবে। 
এটা একেবারেই আবশ্যকীয় ব্যাপার, কারণ --… See more",Realization
"~ হাতে কলমে গবেষণা -  গবেষণা শুরুর হাত মকশো ~ 
গবেষণা করতে চান? 
ঠিক আছে। খুবই ভালো কথা। তাহলে শুরুতেই জানা দরকার আপনার কী কী লাগবে। কোমর বেঁধে গবেষণা করতে নামার আগে একটু যদি প্রস্তুতি নিতে পারেন ভালো করে, তাহলে ভালো করে গবেষণা করতে পারবেন। … See more",Neutral
"শুভ নববর্ষ - Happy New Year 2023 to all! সবাইকে জানাই নতুন বছরের শুভেচ্ছা। আসছে বছরটি সবার জন্য শুভ ও মঙ্গলময় হোক, সবাই ভালো থাকুন পরিবার পরিজনের সাথে, আর এই বিশ্বে আসুক শান্তি ... 
Feliz año nuevo - Happy New Year - শুভ নববর্ষ!",Love
"ছবির মত সুন্দর Beautiful gulf coast, Cancun, Mexico!",Joy
"~ সাধারণের অসাধারণত্ব ~
""হু হু, তুমি পারবে না বাপু!""  ""হাতি ঘোড়া গেল তল, ব্যাঙ বলে কত জল""। কিংবা এরকম আরও কথা। 
কোনো কাজ করতে গিয়ে থেমে যাচ্ছেন ""বিশেষজ্ঞ""দের কথা শুনে? ভয় পাচ্ছেন, পিছিয়ে যাচ্ছেন কারো ""হবে না"", ""পারবে না"" এরকম রায় দেখে?… See more",gratitude
"~ শশীকান্তের বিপদ ~ 
""কী বললেন, স্যার?""
শশীকান্তের মুখটা শুকিয়ে গেলো। … See more",Realization
"~আমেরিকায় উচ্চশিক্ষা - ইন্টার্নশিপ বা শিক্ষানবিশি~ 
© Ragib Hasan
ইন্টার্নশিপ বা শিক্ষানবিশি করা আমেরিকার শিক্ষার্থীদের মধ্যে খুবই প্রচলিত। সাধারণত সামার সেমিস্টারে কেউ ক্লাস নেয় না। তার বদলে কোন কোম্পানি বা ল্যাবে অভিজ্ঞতা অর্জনের জন্য কাজ করে -- এটাকেই বলে ইন্টার্নশিপ। 
বিশ্ববিদ্যালয়গুলো মোটামুটি ধরেই নেয় যে, অধিকাংশ শিক্ষার্থী সামার সেমিস্টারে ক্যাম্পাসে না থেকে অন্যত্র ইন্টার্নশিপ করতে যাবে। … See more",Optimism
"~ আমেরিকায় উচ্চশিক্ষা - প্রফেসরদের সাথে যোগাযোগ (এবং পটানো) নিয়ে পরামর্শ ~ 
© রাগিব হাসান  
গ্রাজুয়েট পর্যায়ে ভর্তির এবং গবেষণা সংক্রান্ত নানা কারণে বিশ্ববিদ্যালয়ের প্রফেসরদের সাথে যোগাযোগ করাটা একটা বুদ্ধিমানের কাজ। অনেক জায়গাতেই টিচিং এসিস্টেন্টশিপ বেশি থাকে না, এবং অধিকাংশ পিএইচডি শিক্ষার্থী রিসার্চ এসিস্টেন্টশিপের মাধ্যমে ফান্ডিং পেয়ে থাকেন। রিসার্চ এসিস্টেন্টশিপ এর ফান্ড আসে মূলত প্রফেসরদের নানা রিসার্চ গ্রান্ট  থেকে। আবার অনেক জায়গায় ভর্তির আগেই এডভাইজর ঠিক করে যেতে হ… See more",Optimism
"~পিএইচডি ভর্তির আবেদনে কিছু বহুল প্রচলিত ভুল~
আমার ইউনিভার্সিটির কম্পিউটার সাইন্সের পিএইচডি প্রোগ্রাম ডিরেক্টর হিসাবে গত দুই বছর কয়েকশো পিএইচডি অ্যাপ্লিকেশন রিভিউ করেছি।কেবল গত বছরেই প্রায় ১২০টি অ্যাপ্লিকেশন রিভিউ করে শেষ করেছি। এর ভিত্তিতে কিছু কমন সমস্যার কথা বলতে চাই, যাতে করে সবাই সেটা এড়াতে পারেন। 
(১) দেরিতে অ্যাপ্লাই করা - অ্যাপ্লিকেশন ডেডলাইনের দিন অ্যাপ্লাই করার প্রবণতা অনেকের মাঝে আছে। এতে করে কয়েকটা সমস্যা আছে -- আপনার অ্যাপ্লিকেশনের ডকুমেন্ট যেমন ট্রান্সক্রিপ্ট … See more",Neutral
"~ আত্মভোলা প্রফেসর — জীবন থেকে নেয়া এক ঘটনা ~
বিজ্ঞানীরা আত্মভোলা হয় এটা নানা গল্পে আমরা শুনি। এর কোনোটা আসল, কোনোটা গাল গল্প। কিন্তু নিজের অভিজ্ঞতা থেকে একটা ঘটনা বলি, তাহলেই বুঝবেন বিজ্ঞানী বা প্রফেসরেরা কী রকম আত্মভোলা হতে পারে!
ঘটনা আমার এক প্রফেসরের। তাঁর বিষয়ে মহা দিকপাল। ইউনিভার্সিটি অফ ইলিনয় অ্যাট আরবানা শ্যাম্পেইন এ আমার জন্মের আগে যোগ দেয়া ঘাঘু প্রফেসর। আমার এক পাকিস্তানী বন্ধু তার পিএইচডি ছাত্র ছিল বছর দেড়েক ধরে। … See more",Love
"~ তেজস্বী মারি ~ 
এই ছবিটির দিকে দেখুন। বাবা মা আর তাঁদের ছোট্ট মেয়েটি। পিয়েরে, মারি, আর ইরিন। আচ্ছা, এই ছবিটার বৈশিষ্ট্য কী বলতে পারবেন? একটু হিন্ট দেই, এই ছবিতে একাধিক নোবেল পুরস্কার বিজয়ী মানুষ আছেন। আন্দাজ করুন তো কে হতে পারেন? একাধিক যখন বলছি, তখন হয়তো ভাববেন বাবা মা এরা দুজন নোবেল বিজয়ী তাই না? 
.
.
.… See more",gratitude
"~ আমেরিকায় উচ্চশিক্ষা - রেকমেন্ডেশন লেটার বা সুপারিশপত্র ~ 
মার্কিন যুক্তরাষ্ট্রে উচ্চতর শিক্ষার ক্ষেত্রে ভর্তির আবেদনের অপরিহার্য অংশ হলো রেকমেন্ডেশন লেটার বা সুপারিশপত্র। সাধারণত প্রত্যেক আবেদনকারীকে অন্তত ৩টি রেকমেন্ডেশন লেটার জমা দিতে হয়। ভর্তিচ্ছু শিক্ষার্থীর পড়ালেখা বা গবেষণার মান সম্পর্কে ধারণা পাওয়ার জন্যই এই চিঠিগুলো চাওয়া হয়, আর এগুলো সাধারণত এই শিক্ষার্থীকে চেনেন, এমন শিক্ষকেরা দিয়ে থাকেন। যেমন, বাংলাদেশের বিশ্ববিদ্যালয়ে স্নাতক শেষে বিদেশে আবেদন করা শিক্ষার্থীরা স… See more",Optimism
"ব্রাজিল, বৌ, এবং ব্রেড! জারিয়ার সাথে বসে ব্রাজিলের খেলা দেখছি বাচ্চাদের স্কুলের কাছে। ওদের স্কুল ছুটির অপেক্ষায়, আর অনেক দিন পর কাজের ফাঁকে লাঞ্চ ডেটে। 
 জারিয়া আর্জেন্টিনা, আমি ব্রাজিল। 
আশাকরি ব্রাজিল হতাশ করবে না।",Desire
"Excited to receive the Best Paper Award for our paper at the IEEE SmartCloud 2016! Congrats to my students - Mahmud Hossain and Shaahid Noor  and Dibya Mukhopadhyay, and my collaborator Prof Lei Li. 
আইইইই স্মার্টক্লাউড কনফারেন্সের সেরা গবেষণাপত্রের পুরষ্কার পাবার জন্য আমার গবেষণা গ্রুপ সিক্রেটল্যাবের সবাইকে অভিনন্দন।",Admiration
"শেষ হয়েও হইলোনা শেষ।
Surprised to find this end of the season produce from our garden In this unusually freezing cold Alabama weather. Ragib Hasan picked this up early this morning, pleasant surprise for me. 
We could save only 2 Persimmons this year from the persimmon tree as rest were all savored by the chipmunks 
. … See more",Remorse
"Moments 
ক্লান্তি আমার ক্ষমা করো প্রভু।
প্রচন্ড কর্ম ব্যস্ত সপ্তাহ শেষে মা মেয়ের এক দন্ড আয়েশ। উইকেন্ডেও বিয়ে শাদীর দাওয়াত, বার্মিংহাম মেলা, মেলার আয়োজন সব মিলে দম ফেলার সময় নাই।
তবু সবকিছুর জন্য আলহামদুলিল্লাহ।… See more",Sadness
"হ্যাপি হ্যালোউইন -- যায়ান বাবা হয়েছে Scream সিনেমার ঘোস্ট ফেইস, যোয়ী মামণি একবার উইচ, আরেকবারে আলাদিনের রাজকুমারী জেসমিন। জারিয়া আর আমি এক ছবিতে বিউটি অ্যান্ড দ্য বিস্ট, আর পরেরটায় জারিয়া হয়েছে এলসা! 
আজকের হ্যালোউইন সন্ধ্যায় যায়ান যোয়ী দুইজনেই সফল হয়েছে ট্রিক-অর-ট্রিটে, বিশাল দুই বস্তা ক্যান্ডি নিয়ে বাড়ি ফিরেছে। তবে ঘটনাচক্রে দুজনেই তেমন মিষ্টিভক্ত না! এই ক্যান্ডি কে খাবে? আমি আর জারিয়াও মিষ্টি খেতে পারিনা তেমন! কই পাই মজার কস্টিউমের মিষ্টিখেকো ভুতদের? 
পুরো আমেরিকার বাচ্চ… See more",Joy
"রিনীতা যোয়ী মামণির নতুন গান — বার্মিংহাম স্কুল অফ মিউজিক এর মাসিক কনসার্টে রিনীতা যোয়ী গাইলো Aladin সিনেমার গান A Whole New World। আর এই গানের জন্য সে সেজেছেও জেসমিনের পোশাকে। 
এ নিয়ে যোয়ী ৩য় বারের মতো কনসার্টে পারিফর্ম করলো। প্রথমবার পিয়ানো আর পরেরবারে লিটল মার্মেইড এর গান। 
আর গান গেয়ে হাততালির সাথে এক বস্তা ক্যান্ডিও  নিয়ে এসেছে। ",Love
"২৫ বছর পর, বন্ধুর সাথে দেখা হলো এই কলোরাডোতে! Shahed Mazumder বাংলাদেশের প্রচণ্ড মেধাবী একজন মানুষ কিন্তু বিনয়ের দিক থেকে তার চাইতেও বেশি। এইচএসসি পরীক্ষায় কুমিল্লা বোর্ডে শাহেদ প্রথম হয়েছিলো, আর আমি চট্টগ্রাম বোর্ডে প্রথম। কোচিং করতে এসে ঢাকায় পরিচয় ওর সাথে। সদা হাস্যোজ্জল শাহেদ কুমিল্লা ক্যাডেট কলেজের সেরা ছাত্র — আমাদের বছর সারা দেশে সর্বোচ্চ নম্বর পেয়েছিল সেই। বুয়েটের ভর্তি পরীক্ষা দিতে গিয়েও পাশাপাশি সিট পড়লো আমাদের। দুজনেই ভর্তি হলাম কম্পিউটার কৌশল বিভাগে। আমরা ছিলাম … See more",Joy
"Life is beautiful with music! যায়ান আর যোয়ীর মিউজিক পার্ফর্মেন্সের পরে (যোয়ীর গান আর যায়ানের পিয়ানো), বার্মিংহাম স্কুল অফ মিউজিকের মাসিক কনসার্ট, Wild Roast Cafe।",Realization
"~পরীক্ষা পরীক্ষা পরীক্ষা - কী করে ভালো করবেন পরীক্ষাতে?~
পরীক্ষায় ভালো নম্বর পাওয়া আমাদের দেশের শিক্ষার্থীদের কাছে চরম আরাধ্য। আমি যখন ছাত্র ছিলাম, তখন জনপ্রিয় নোটবই ছিলো ""উচ্চ নম্বরের সিঁড়ি""। ভাবখানা পড়লেই ভালো নম্বর পাওয়া যাবে! জানিনা সেই সিঁড়ি বেয়ে কেউ উঠতে পেরেছে কিনা। তবে প্রথাগত পরীক্ষা যেহেতু আমাদের দেশে আরো অনেক দিন আছে, তাই সেই পরীক্ষায় ভালো ফল করার উপায় সম্পর্কে অনেকেই জানতে চান আমার কাছে। 
আমি এক সময়ে এসব পরীক্ষা পার হয়ে এসেছি, কাজেই তার ভিত্তিতে পরীক্ষায় ভালো করা… See more",Realization
"অবশেষে ফল সেমিস্টারের ক্লাস শুরু হলো - আর আমার প্রথম ক্লাস পড়ানো ছিল গতকাল। এবারে আমার দুইটা কোর্সেই রেকর্ড সংখ্যক শিক্ষার্থী রেজিস্টার করেছে -- ক্লাউড সিকিউরিটিতে ২৮৪ জন আর কম্পিউটার সিকিউরিটিতে ২৭৮ জন! গতকালের প্রথম ক্লাসটা এতো বড় যে আমাদের সবচেয়ে বড় ৩০০ আসনের অডিটোরিয়ামে ক্লাসটা নিতে হয়েছে। সেখানে পুরো অডিটোরিয়াম ভর্তি ছিল। 
মনে পড়ে, আজ থেকে ১১ বছর আগে প্রথম যখন এই কোর্সটা এখানে পড়াই, তখন ক্লাসে ছিল ১৬ জন শিক্ষার্থী। আর কালকের ক্লাসে হাজিরই ছিল ২৮৪ জন! 
ক্লাসে ছবি তুলিনি… See more",Neutral
"~বাকের ভাইয়ের একদিন~ 
""কোথাও কেউ নেই"" নাটকটি নব্বইয়ের দশকের বাংলাদেশে অর্জন করেছিলো বাঁধভাঙা জনপ্রিয়তা, বাকের ভাইয়ের চরিত্রকে আসাদুজ্জামান নূর এতো চমৎকার ভাবে ফুটিয়ে তুলেছিলেন, সেই অতুলনীয় অভিনয়ের সুবাদে ঘরে ঘরে তখন বাকের ভাইয়ের জয়গান। পাড়ার মাস্তান, কিন্তু ভালো মানুষ বাকের ভাইয়ের বিবেক রয়েছে, সে বিবেক টাকার কাছে বিকিয়ে যায়নি, কপালদোষে মাস্তান হলেও ঠিক কাজটি করতে বাকের ভাই পিছ পা হন না। বাস্তব জীবনে সেরকম মাস্তান দুর্লভ হলেও কল্পনা করতে বাঁধা নেই, তাই বাকের ভাইয়ের ফাঁসীর আদেশ… See more",gratitude
"~ আমেরিকায় উচ্চশিক্ষা -- কালচারাল শক ~  
আজ থেকে প্রায় ১৯ বছর আগে ব্রিটিশ এয়ারওয়েজের এক যান্ত্রিক পাখিতে চড়ে আমি আমেরিকাতে পিএইচডি করতে এসেছিলাম। আমার জন্য সেটা বহু দিক থেকেই নতুন ব্যাপার, জীবনে প্রথম প্লেনে চড়া, প্রথমবারের মতো মহাসাগর পেরিয়ে অন্য মহাদেশে যাওয়া, অবাক হয়ে পাশের দেশী সহযাত্রীকে প্লেন ছাড়ামাত্র মদ অর্ডার দিয়ে মাতাল হতে দেখা, সদ্য বিয়ে করা বৌকে ৫৮ দিনের মাথায় রেখে আসা। অনেক বড় পরিবর্তন। 
এখন শিক্ষকতার কারণে অনেক বাংলাদেশী শিক্ষার্থীকে আমিই আমার গ্রুপে নিয়ে আসি, … See more",Neutral
"~ একলা নয়, একসাথে চলো রে ~ 
রেডিওতে শুনছিলাম একটা অনুষ্ঠান, মাইক্রোসফ্টের শীর্ষস্থানীয় এবং খুব উঁচু পদে এক সময়ে ছিলেন, এমন একজনের সাক্ষাতকার। 
মিলিয়ন ডলারের সেই চাকুরি ছেড়ে দিয়ে তিনি এখন একেবারে ২/৩ বছরের বাচ্চাদের স্কুলে পড়ান, আর দুঃস্থদের খাবার দেয়ার সাথে জড়িত একটি দাতব্য সংস্থা চালান। … See more",Optimism
"যায়ান বাবার ক্লাস প্রজেক্টে শহীদ মিনার আর ভাষা আন্দোলনের কথা। যায়ান বাবা এবারে সিক্সথ গ্রেডে উঠেছে।  ওর সোশাল স্টাডিজ ক্লাসের প্রথম প্রজেক্ট ছিলো প্রত্যেক শিক্ষার্থীর কাছে তাদের পারিবারিক ঐতিহ্য বা ইতিহাসের সাথে জড়িত কোনো কিছু ক্লাসের সবাইকে দেখাতে হবে, আর বলতে হবে সেটার গুরুত্ব। অন্যরা যখন তাদের পরিবারের পুরানো কিছু (বই, শোপিস) প্রেজেন্ট করেছে, সেখানে যায়ান বাবা বেছে নিলো বাংলা ভাষা আন্দোলন আর শহীদ মিনারের ইতিহাস। 
আসল শহীদ মিনার ও দেখেনি, কিন্তু এর ছবি দেখেছে আর জারিয়া ও আ… See more",Desire
"Congrats to my Ph.D. student Raiful Hasan for winning the 2nd prize in the IEEE ICDH Student Research competition, and making it to the front page of UAB!!
আমা… See more",Realization
"~ উচ্চশিক্ষার প্রস্তুতির পরামর্শ - কখন কোন কাজটা করবেন ~ 
যারা ভবিষ্যতে মাস্টার্স বা পিএইচডিতে আসতে চান, তাদের জন্য একটা টাইমলাইন এখানে দিলাম। এগুলোকে বেস্ট প্রাকটিস হিসাবে দেখতে পারেন -- এরকম করতেই হবে তেমন কথা না, তবে এভাবে গুছিয়ে কাজ শুরু করলে পুরো প্রক্রিয়াটি অনেক সহজ হয়।
১) ইংরেজি লিখতে ও বলতে পারার দক্ষতা:… See more",Neutral
"~ বিদ্যাকৌশল - “দেখায়া দিবো” সিনড্রোম ও তা থেকে রক্ষা পাবার উপায় ~ 
“আগামী সেমিস্টারেই দেখায়া দিমু।” 
""পরের পরীক্ষাতেই ফাটায়ে ফেলবো।"" … See more",Optimism
"~ আমেরিকায় উচ্চশিক্ষা - কেন বাংলাদেশের শিক্ষার্থীরা পিছিয়ে আছে? ~ 
৩০০ জন! হ্যাঁ, আমি ঠিকই দেখছি। ক্লাসে এনরোল করেছে ৩০০ জন শিক্ষার্থী! 
আমি ফল সেমিস্টারে দুইটি কোর্স পড়াই অনেকদিন ধরে। কম্পিউটার সিকিউরিটির বেসিক কোর্স আর ক্লাউড সিকিউরিটির কিছুটা অ্যাডভান্সড লেভেল কোর্স। প্রথম যখন ক্লাউড সিকিউরিটির কোর্সটি পড়াই আজ থেকে ১০ বছর আগে, ক্লাসে শিক্ষার্থী ছিল ১৬ জন। আর কম্পিউটার সিকিউরিটির কোর্সটি ৬ বছর আগে ডিজাইন করি, সেটিতে শিক্ষার্থী ছিল প্রথমবার ৪০-৪৫ জনের মতো। কিন্তু আজ? এই ফলে… See more",Remorse
"দুজনে … the two of us
(P.C.: Zaayan baba)",Love
"ঈদ মুবারাক। Eid Mubarak to all! দূরের ও কাছের সবাইকে জানাই ঈদের শুভেচ্ছা। আজকের ঈদটা কাটলো পুরোপুরি দেশী আমেজে — এলাকার সব বাংলাদেশী পরিবারকে আমন্ত্রণ জানিয়েছিলাম আমাদের বাড়িতে — সবার সাথে দেশী স্টাইলের আড্ডা-খাওয়া-চা এবং আরও আড্ডাতে কেটে গেল সারাদিন। আর কাঠফাঁটা গরমের সারাদিনের পরে বিকেলে নামলো ঝমঝমিয়ে বৃষ্টি। 
সবার ঈদ আনন্দের হোক! ঈদ মুবারাক।",Love
"স্বাগতম! সারা বিশ্বের ১০০টিরও বেশি দেশের ক্রীড়াবিদদের বাংলা ভাষায় স্বাগতম জানাতে পেরে খুব ভাল লাগছে! 
আজকে বার্মিংহামে শুরু হলো অলিম্পিকের পরে বিশ্বের ২য় বৃহত্তম খেলাধুলার আসর The World Games 2022 Birmingham. আমার বিশ্ববিদ্যালয় এই উপলক্ষে বিশ্বের নানা ভাষায় অতিথিদের স্বাগতম জানাবার উদ্যোগ নিয়েছিল। বাংলাতে কথা বলার সুযোগ কি আর আমি ছাড়তে পারি! দেখে নিন আমি সহ আমার আরও কয়েকজন সহকর্মী প্রফেসরদের তৈরী করা এই ভিডিওটি। আমার অংশটি আছে প্রথম জনের পরেই!
(এই মাত্র ওপেনিং সিরিমনি থেক… See more",Optimism
গত ১৯ জুন আমাদের একমাত্র সন্তান নেপথ্য নিবর্তক এর প্রথম  জন্মদিন উদযাপনের কিছু মুহূর্ত। সবাই ওর জন্য দোয়া করবেন।,Love
"আজ আমাদের জীবনের খুবই স্পেশাল একটি দিন। আজ আমাদের চাঁদের কণা বাচ্চাটার প্রথম জন্মদিন। চোখের পলকে ১ টি বছর পার করে ফেললো ও। ওর কারণে আমাদের জীবন নতুন অর্থ খুঁজে পেয়েছে।
শুভ জন্মদিন নেপথ্য নিবর্তক।
সবাই আমাদের চাঁদের কণাটার জন্য দোয়া রাখবেন, ও যেনো মানুষের মতো মানুষ হয়ে উঠতে পারে।",Love
"জামায় ফলস কাপড় লাগানোর জন্য জাম কালারের সুতি কাপড় আনতে বলেছিলো বউ। মনে মনে ভাবলাম, জাম কালার! এটা আবার কোন্ কালার! মেয়েদের অভিধানে কতো শত কালার! বাপরে বাপ! 
এদিক দিয়ে ছেলেদের কোনো যন্ত্রণা নেই। আমাদের ছেলেদের অভিধানে সর্বসাকুল্যে কালার হচ্ছে ছয়টা: সাদা, কালো, লাল, নীল, সবুজ আর হলুদ। এর বাইরে আর কোনো রঙ ছেলেরা চেনে না।
অন্যদিকে আমি শুনেছি, মেয়েদের কাছে নাকি শুধু লালই আছে বত্রিশ রকমের। এছাড়া আসেপাশে যতো বস্তু কিংবা খাবার আছে, সবার নামেই কালার আছে মেয়েদের ভাণ্ডারে। এই যেমন গত … See more",Remorse
"ইনবক্সে নক করে এক জুনিয়র বললো, ভাইইইইই, আপনাকে আজ সন্ধ্যায় পার্কের এক চিপায় দেখলাম। লুকিয়ে ছবি তুলে রেখেছি ভাই। এখন এই ছবি ভাবীকে পাঠিয়ে দিবো।
বাঁচতে চাইলে কোথায় খাওয়াবেন দ্রুত জানান।
আমি বললাম, তোমার আর কষ্ট করে ভাবীকে ছবি পাঠাতে হবেনা। আমিই পোস্ট করে তোমার ভাবীকে জানিয়ে দিচ্ছি। ",Neutral
"আজ দুপুরে মোবাইলে একটা কল এলো, নাম উঠলো 'ইসতিয়াক মাদারী'।
হঠাৎ করে একটু কনফিউজড হয়ে গেলাম। কে এই লোক? কেনোইবা তার নামের সাথে গালি সংযুক্ত করে নাম্বার সেভ করলাম? নিশ্চয়ই আমার সাথে চরম মাত্রার কোনো ফাতরামি হয়তো করেছে কোনো একসময়। 
কিন্তু না, মনে করতে পারলাম না কিছুতেই। কলটা রিসিভ না করেই ফোনটা রেখে দিলাম।… See more",Curiosity
"ভার্সিটি লাইফে দেখতাম, বুড়ো বুড়ো সিনিয়র ভাইয়েরা তাদের বউ বাচ্চা নিয়ে হলে ঘুরতে আসতেন। তাদের স্মৃতিবিজরিত রুমে এসে আবেগতাড়িতভাবে বউ-বাচ্চাকে দেখাতেন, এই যে, রুমের এই বেডটাতে আমি থাকতাম। এই যে, এই টেবিলটাতে বসে পড়াশোনা করতাম। বলতে বলতে চোখ টলমল হয়ে যেতো। তারপর রুমের বর্তমান নিবাসীদের সাথে কুশল বিনিময় করে, ট্রিটবাবদ সালামী দিয়ে, দু-চারটা ছবি তুলে, ভারী ভারী নিশ্বাস নিতে নিতে চলে যেতেন।
আজ ক্যাম্পাসে ঘুরতে গিয়ে হঠাৎ করে আমারও শখ হলো আমিও বউ-বাচ্চা নিয়ে নিজের স্মৃতিবিজরিত হলের রু… See more",Remorse
"কয়েকদিন থেকেই দাঁতের ব্যথায় কাতরাচ্ছিলাম। কোন ডেন্টিস্টের কাছে যাওয়া যায় ভাবছিলাম। হঠাৎ মনে পড়লো হলের এক কাছের বড় ভাইয়ের কথা, রিভান ভাই। ভাইকে দেখতাম সারাদিন গার্লফ্রেন্ডের সাথে কথা বলতেন, আপুটার নাম ছিলো সাবিলা। ঢাকা ডেন্টালে পড়তেন। ভাই সুযোগ পেলেই ক্লাস-পরীক্ষা সব ফেলে ডেটিংয়ে চলে যেতেন।
যাই হোক আমার মনে আছে, বেশ কয়েকবার ভাইকে বলে আমি আর আমার বন্ধু খোমিনি দাঁতের চিকিৎসা বিষয়ক পরামর্শ নিয়েছিলাম।
ভাইয়ের সাথে অনেকদিন যোগাযোগ নেই। ভাইকে ফোন দিলাম। বললাম, ভাই দাঁতের সমস্যা হয়ে… See more",Neutral
Eid Mubarak from us...,Love
"একবার একটা বিয়ের দাওয়াত পেলাম। ঠিক বিয়ের দাওয়াত না। পাত্র-পাত্রী দেখার দাওয়াত।
প্রথমে বিয়ের দাওয়াত ভেবে ভুল করেছিলাম। কারণ, পাত্র অর্থাৎ যে বন্ধু দাওয়াত দিয়েছে, সে আমার অতোটা ক্লোজ না। বিয়ের দাওয়াতই না দিলে অবাক হতাম না একদমই, আর সেখানে পাত্র-পাত্রী দেখার দাওয়াত!  হঠাৎ তার কাছে এতোটা গুরুত্বপূর্ণ হয়ে গেলাম ভেবে খুশিখুশি লাগছিলো।
দাওয়াত বলতে, তেমন কোনো অনুষ্ঠান না। পাত্রপক্ষ এবং পাত্রীপক্ষ একটা রেস্টুরেন্টে বসবে, পাত্রীপক্ষ প্রথমবারের মতো পাত্রকে এবং পাত্রপক্ষ প্রথমবারের মতো… See more",Curiosity
নেপথ্য নিবর্তক-এর পক্ষ থেকে সবার জন্য রইলো বিজয় দিবসের শুভেচ্ছা...,Love
"আমার ভাগনে তার ফ্রেন্ডসহ আমার বাসায় বেড়াতে এসেছে। ওর ফ্রেন্ড এবার বুয়েটে মেধাতালিকায় প্রথম দিকে ছিলো। যেমন মেধাবী তেমন ভদ্র এবং বিনয়ী বলে মনে হলো। হোমটাউন কোথায় জিজ্ঞেস করে জানতে পারলাম, হাতিয়া দ্বীপ।
আমি খুব খুশি হয়ে তাকে অনেক প্রশংসা করলাম। বললাম, অনেকে তো ঢাকায় থেকে নটরডেম কলেজে পড়েও কোথাও চান্স পায় না। অথচ তুমি একটা প্রত্যন্ত অঞ্চল, একটা বিচ্ছিন্ন দ্বীপে থেকেও তোমার প্রতিভার স্বাক্ষর রেখেছো।
ছেলেটি বললো, আংকেল, আমি নটরডেম কলেজে পড়েছি।",Desire
Pori Moni আন্টি ছেলের চুল কাটার ভিডিও ফেসবুকে দিয়েছে। তাই আমিও বাবাকে আমার চুল কাটার ভিডিও আপ্লোড দিতে বললাম।,Neutral
শুভ জন্মদিন নেপথ্যের মা। (১১ সেপ্টেম্বর),Love
"অসংখ্য ধন্যবাদ নেপথ্যের আম্মু এই আয়োজনের জন্য। 
 (০১ সেপ্টেম্বর)",gratitude
